title,company,description,onsite_remote,salary,location,criteria,posted_date,link
Jr Data Analyst,One Park Financial,Nan,onsite,NaN,"Miami, FL","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-18,https://www.linkedin.com/jobs/view/jr-data-analyst-at-one-park-financial-3627893035?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=%2FyvpHQxmerPaW7zokaMaxw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst-Entry level.,Flexon Technologies Inc.,Nan,onsite,NaN,"Pleasanton, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-02,https://www.linkedin.com/jobs/view/data-analyst-entry-level-at-flexon-technologies-inc-3625483990?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=BgJrigPoP4SrtJdZSLnu2A%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Level 2,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-level-2-at-lockheed-martin-3611847539?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=V5zlr2CmIHm5sLSBSCWBZw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Jr data analyst,"KGS Technology Group, Inc",Nan,onsite,NaN,"San Jose, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-26,https://www.linkedin.com/jobs/view/jr-data-analyst-at-kgs-technology-group-inc-3617003884?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=ynn7E2pS4mVeV0vs5BbdaA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Alchemy Worx,Nan,onsite,NaN,"New York, United States","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-alchemy-worx-3622757648?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=VxAf1OHo8kqAIsXgce%2Bitw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Python/SQL Data Analyst,Bardess Group Ltd,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services'}]",2023-05-15,https://www.linkedin.com/jobs/view/python-sql-data-analyst-at-bardess-group-ltd-3607784565?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=WGCc3Nza3gz89WP99Zhmjw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3611846593?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=uxPQk%2BECwVKjXbQfkVY2Kg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Allnessjobs,Nan,onsite,NaN,"Tennessee, United States","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-allnessjobs-3627638321?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=Vb2A1TkwRbV7kVnBSd6sbQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3617962147?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=o6co6irb6%2BGmA2ey8Va5oQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Futran Solutions,Nan,onsite,NaN,"Redmond, WA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-16,https://www.linkedin.com/jobs/view/data-analyst-at-futran-solutions-3607085745?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=kLjXS42SPyE396JS2Q7VVg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Inter,VRK IT Vision Inc.,Nan,onsite,NaN,"McLean, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Technology & Services'}]",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-inter-at-vrk-it-vision-inc-3616642302?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=qZ3%2BFsmDBJwO23yZupdXXw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,VRK IT Vision Inc.,Nan,onsite,NaN,"Chicago, IL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Technology & Services'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-at-vrk-it-vision-inc-3625958423?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=XPC15rX2wR8f2YS5LLtLRA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Hitch,Nan,onsite,NaN,"Austin, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-at-hitch-3616992052?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=zZf0UFrSfRCIhw2g8k%2FneA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Capgemini,Nan,onsite,NaN,"New Jersey, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-capgemini-3621386735?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=hH7H7IvfAdjRXsOzQlwaEw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Brooksource,Nan,onsite,NaN,"Cerritos, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-brooksource-3624920957?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=YlTi5Pe7bx17QDY6Mq3ZFg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Juniper Behavioral Health,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Mental Health Care'}]",2023-06-07,https://www.linkedin.com/jobs/view/data-analyst-at-juniper-behavioral-health-3628172283?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=Ql4m7qBOlHVnaeoUB25OMw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst and BI Developer,NielsenIQ,Nan,onsite,NaN,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-and-bi-developer-at-nielseniq-3627064795?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=uhziiv3zfnJY7F%2F5XYJr3g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst@remote,Diverse Lynx,Nan,onsite,NaN,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-05-13,https://www.linkedin.com/jobs/view/data-analyst%40remote-at-diverse-lynx-3629636810?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=pFJ0VWAs7HJzU7G4hSejeQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Centripetal Crossfit,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-centripetal-crossfit-3616969491?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=lF2x8W4Ttbkr%2FuYTxnDXjQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst/Data science -REMOTE,PSRTEK,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-data-science-remote-at-psrtek-3626317760?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=myH4UdW6iT8R6R%2FG329bEA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Remote),SynergisticIT,Nan,onsite,NaN,"Jersey City, NJ","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development, Computer Networking Products, and Computer and Network Security'}]",2023-05-26,https://www.linkedin.com/jobs/view/junior-data-analyst-remote-at-synergisticit-3617459653?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=PQ3PC0m3v8xcKcexV4Ndzg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
127 - Data Analyst,"Next Phase Solutions and Services, Inc.",Nan,onsite,NaN,"Columbia, MD","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-31,https://www.linkedin.com/jobs/view/127-data-analyst-at-next-phase-solutions-and-services-inc-3623661009?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=f72waY2H1XHQ5CWJTGtpoA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Rantec Power Systems Inc.,Nan,onsite,NaN,"Los Osos, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-at-rantec-power-systems-inc-3615847918?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=T2DSyJWRM56GUr%2BhRN7zmQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Analyst (SQL, Tableau or equivalent reporting tools, excellent communication, interpret data. find pattern/trend) AK",Cube Hub Inc.,Nan,onsite,NaN,"Wichita, KS","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-sql-tableau-or-equivalent-reporting-tools-excellent-communication-interpret-data-find-pattern-trend-ak-at-cube-hub-inc-3614223162?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=woJryUiLX6wcfG3acbcvXA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ClientSolv Inc.,Nan,onsite,NaN,"Grand Rapids, MI","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-clientsolv-inc-3627675457?refId=yGwu7Zk%2FRxT8iAHyhbRJvQ%3D%3D&trackingId=1fc9F1TDDPZgK7Y%2B6gymNw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Jr Data Analyst,One Park Financial,Nan,onsite,NaN,"Miami, FL","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-18,https://www.linkedin.com/jobs/view/jr-data-analyst-at-one-park-financial-3627893035?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=lBPaXOgje6zcrHycx4opiA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst-Entry level.,Flexon Technologies Inc.,Nan,onsite,NaN,"Pleasanton, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-02,https://www.linkedin.com/jobs/view/data-analyst-entry-level-at-flexon-technologies-inc-3625483990?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=0abQPRKlW0P0y8%2B76AvRFQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Level 2,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-level-2-at-lockheed-martin-3611847539?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=T8LExzNhPHtO9oXYp6PkOA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Jr data analyst,"KGS Technology Group, Inc",Nan,onsite,NaN,"San Jose, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-26,https://www.linkedin.com/jobs/view/jr-data-analyst-at-kgs-technology-group-inc-3617003884?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=RAiFYISzrPzUz%2BfDZWsLBw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Alchemy Worx,Nan,onsite,NaN,"New York, United States","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Analyst'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-alchemy-worx-3622757648?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=gutGDHsjos10UNMoJh4Ulw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Python/SQL Data Analyst,Bardess Group Ltd,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Services'}]",2023-05-15,https://www.linkedin.com/jobs/view/python-sql-data-analyst-at-bardess-group-ltd-3607784565?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=8qhmy9vXqgBbVEZUWgrzgg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-18,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3611846593?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=GQphPS06Muf%2FvkTXi%2FIzZQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Allnessjobs,Nan,onsite,NaN,"Tennessee, United States","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Human Resources Services'}]",2023-06-06,https://www.linkedin.com/jobs/view/data-analyst-at-allnessjobs-3627638321?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=grg0woq9psPfYaeo6RQHXw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst Associate - Level 1,Lockheed Martin,Nan,onsite,NaN,"Fort Worth, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-associate-level-1-at-lockheed-martin-3617962147?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=u2sCgfcCADJpQMazGIYOtw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Futran Solutions,Nan,onsite,NaN,"Redmond, WA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-16,https://www.linkedin.com/jobs/view/data-analyst-at-futran-solutions-3607085745?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=UjxhHtLKcvgIAE5uinjRNQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst - Inter,VRK IT Vision Inc.,Nan,onsite,NaN,"McLean, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Information Technology & Services'}]",2023-05-26,https://www.linkedin.com/jobs/view/data-analyst-inter-at-vrk-it-vision-inc-3616642302?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=b44MxdIRLqP73XV1DYqX8A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Hitch,Nan,onsite,NaN,"Austin, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-25,https://www.linkedin.com/jobs/view/data-analyst-at-hitch-3616992052?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=TKMPFGd1WaSfcsFRYSo08g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Capgemini,Nan,onsite,NaN,"New Jersey, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-capgemini-3621386735?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=JFVgL1RChVdKj0hxk5vZoA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Brooksource,Nan,onsite,NaN,"Cerritos, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-brooksource-3624920957?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=DKWAMcktevbaWeGejJzLOg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Centripetal Crossfit,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-05-24,https://www.linkedin.com/jobs/view/data-analyst-at-centripetal-crossfit-3616969491?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=lL3hC6r5cKBasnH9YSrhDw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst/Data science -REMOTE,PSRTEK,Nan,onsite,NaN,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-05,https://www.linkedin.com/jobs/view/data-analyst-data-science-remote-at-psrtek-3626317760?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=Y7EVp6DOOIjhBQ5R4TlL4w%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst (Remote),SynergisticIT,Nan,onsite,NaN,"Jersey City, NJ","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development, Computer Networking Products, and Computer and Network Security'}]",2023-05-26,https://www.linkedin.com/jobs/view/junior-data-analyst-remote-at-synergisticit-3617459653?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=kdxQ0VjroNZBRvSZpDogqg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Skill Demand,Nan,onsite,NaN,"Indianapolis, IN","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Business Consulting and Services'}]",2023-06-11,https://www.linkedin.com/jobs/view/data-analyst-at-skill-demand-3633642337?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=9VDgdOJt8yRhQU3n6Qkdjg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
127 - Data Analyst,"Next Phase Solutions and Services, Inc.",Nan,onsite,NaN,"Columbia, MD","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-05-31,https://www.linkedin.com/jobs/view/127-data-analyst-at-next-phase-solutions-and-services-inc-3623661009?refId=UttNuNBjsqgYRNcGIU8b7A%3D%3D&trackingId=vZv29fGTRgBSRUyMV6z3Cw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
